Title,Genres,Release Date,Release Year,Release Month,Release Country,Movie Rating,Review Rating,Movie Run Time,Language
The Door (2014), Horror,14-Oct-14,2014,Oct,Canada,,4.5,,English
I Love You to Death (2012), Drama| Horror| Romance,19-Feb-13,2013,Feb,USA,,4.2,100 min,English
The Boundary (2014), Action| Crime| Drama| Horror| Mystery| Thriller,6-Nov-14,2014,Nov,China,,4.2,104 min,Chinese
Üç Harfliler 2: Hablis (2015), Horror,14-Aug-15,2015,Aug,Turkey,,3.3,104 min,Turkish
Autumn's End (2015), Horror| Mystery| Thriller,1-Apr-16,2016,Apr,USA,,6.3,80 min,English
Invoked (2015), Horror| Mystery| Thriller,5-Sep-17,2017,Sep,USA,,3.4,85 min,English
The Inflicted (2012), Horror| Thriller,30-Apr-14,2014,Apr,Philippines,UNRATED,3.8,87 min,English
To Jennifer (2013), Horror| Thriller,9-Oct-13,2013,Oct,USA,,5.4,76 min,English
Black Forest (2015), Horror,31-Jan-15,2015,Jan,Canada,,4.4,,English
The Black Tape (2014), Crime| Horror| Mystery| Thriller,13-Nov-15,2015,Nov,USA,,7.6,92 min,English
Meet Me There (2014), Drama| Horror| Thriller,4-Apr-14,2014,Apr,USA,,4.6,93 min,English
Kristen (2015), Horror| Thriller,28-Sep-15,2015,Sep,Netherlands,,6.4,86 min,Dutch
Ao Oni: The Animation (2017), Animation| Horror| Mystery,12-Feb-17,2017,Feb,USA,,6.7,67 min,Japanese
A Cry from Within (2014), Horror| Mystery| Thriller,3-Apr-14,2014,Apr,USA,NOT RATED,3.9,96 min,English
Delusion (2016), Drama| Horror| Mystery,17-Oct-16,2016,Oct,USA,,6.0,85 min,English
Pretty Fine Things (2016), Horror,4-Feb-16,2016,Feb,USA,,,100 min,
The Apostle (2012), Animation| Horror,23-Apr-15,2015,Apr,Netherlands,,7.0,,Spanish|Gallegan
The Owl (2014), Drama| Horror| Thriller,1-Jun-14,2014,Jun,USA,,6.1,114 min,English
E: The Movie (2017), Horror| Thriller,18-Aug-17,2017,Aug,India,,7.4,122 min,Malayalam
Quadrant 9EV9 (2016), Action| Horror| Sci-Fi| Thriller,1-Mar-16,2016,Mar,USA,,3.5,88 min,English
Dead Weight (2012), Drama| Horror| Thriller,30-Mar-12,2012,Mar,USA,,5.3,89 min,English
Trophy Heads (2014), Horror,4-Jun-14,2014,Jun,USA,UNRATED,5.0,87 min,English
The Evil Gene (2015), Horror| Thriller,1-Sep-15,2015,Sep,USA,,3.7,78 min,English
Rumah Gurita (2014), Drama| Horror| Mystery| Romance| Thriller,30-Oct-14,2014,Oct,Indonesia,,8.0,106 min,Indonesian
Backwater (2013), Horror| Mystery| Thriller,1-Apr-13,2013,Apr,USA,,6.0,94 min,English
Badoet (2015), Horror| Thriller,12-Nov-15,2015,Nov,Indonesia,,7.4,,Indonesian
Tales from the Dark Part 2 (2013), Horror,2013,2013,Jan,Hong Kong,,5.6,90 min,Cantonese|Mandarin
Grindsploitation 3: Video Nasty (2017), Crime| Horror,31-Oct-17,2017,Oct,UK,,,,English
Speed Demons (2012), Horror,2012,2012,Jan,USA,,4.3,,English
Anonymous Zombie (2017), Horror,1-Oct-17,2017,Oct,Canada,,,,English
The Rakugo Movie (2012), Comedy| Crime| Drama| Horror,6-Apr-13,2013,Apr,Japan,,8.3,110 min,Japanese
Daylight (2013), Horror| Mystery| Thriller,24-Aug-13,2013,Aug,UK,NOT RATED,4.2,97 min,English
Collective: Unconscious (2016), Drama| Horror| Mystery| Thriller,13-Mar-16,2016,Mar,USA,,6.9,77 min,English
But Deliver Us from Evil (2017), Horror| Thriller,27-Apr-17,2017,Apr,USA,,7.6,109 min,English
The Demonic Tapes (2017), Horror,12-May-17,2017,May,UK,,4.2,71 min,English
A Capital dos Mortos 2: Mundo Morto (2015), Drama| Horror,17-May-15,2015,May,Brazil,,7.4,71 min,Portuguese
Samuel's Game (2014), Horror| Mystery| Thriller,20-Sep-14,2014,Sep,USA,,7.1,80 min,English
The Beckoning (2013), Horror,31-Oct-13,2013,Oct,USA,,5.8,65 min,English
Swarm of the Snakehead (2006), Comedy| Horror| Sci-Fi,1-Jul-16,2016,Jul,USA,,3.8,95 min,English
Olalla (2015), Drama| Horror,29-Jan-15,2015,Jan,Bolivia,,5.0,94 min,Spanish|English
Pizza II: Villa (2013), Horror| Thriller,14-Nov-13,2013,Nov,India,,6.6,102 min,Tamil
Malady (2015), Drama| Horror| Mystery,11-Jul-17,2017,Jul,USA,,9.0,93 min,English
MSG the Warrior: Lion Heart (2016), Adventure| Comedy| Crime| Drama| Horror,7-Oct-16,2016,Oct,India,,7.8,120 min,Hindi
Grafir & Bein (2016), Drama| Horror| Thriller,1-Jan-16,2016,Jan,Iceland,,4.8,82 min,Icelandic
Bad Behaviour (2010), Horror| Thriller,1-Jul-13,2013,Jul,USA,,3.9,90 min,English
Survivors (2015), Drama| Horror| Thriller,18-Oct-15,2015,Oct,USA,,5.8,92 min,English
Rows (2015), Fantasy| Horror| Mystery,29-Sep-15,2015,Sep,USA,NOT RATED,4.2,84 min,English
Molly Crows (2013), Horror,5-Apr-14,2014,Apr,UK,,7.3,96 min,English
Creepers (2014), Horror,1-Oct-14,2014,Oct,USA,NOT RATED,5.8,93 min,English
The Devil Incarnate (2013), Drama| Fantasy| Horror| Sci-Fi| Thriller,18-Jun-14,2014,Jun,Philippines,NOT RATED,3.4,93 min,English
Random Acts of Violence (2012), Comedy| Crime| Horror,23-Jan-13,2013,Jan,France,NOT RATED,5.8,86 min,English
Raw Focus (2017), Horror,2017,2017,Jan,USA,,,,English
Last Bus (2016), Horror| Mystery,15-Jan-16,2016,Jan,India,,7.0,123 min,Kannada
Rum (2017), Horror,17-Feb-17,2017,Feb,India,,5.3,131 min,Tamil
The Tunche (2017), Horror,28-Jul-17,2017,Jul,Peru,,,,English
Dylan Dog: Il Trillo Del Diavolo [Fan-Film] (2012), Action| Comedy| Drama| Horror| Thriller,24-Jun-12,2012,Jun,Italy,,7.8,,Italian
Spell (2014), Horror,11-Sep-14,2014,Sep,Thailand,,5.0,,Thai
Brides of Satan (2017), Horror,31-Oct-17,2017,Oct,USA,,,,English
The Murder Show (2017), Horror,21-Oct-17,2017,Oct,USA,,,,English
Bullets for the Dead (2015), Action| Adventure| Comedy| Horror,29-Nov-15,2015,Nov,Australia,,5.0,91 min,English
Lady Psycho Killer (2015), Horror,2015,2015,Jan,USA,,7.7,82 min,English
How to Kill a Zombie (2014), Comedy| Horror,9-May-14,2014,May,USA,NOT RATED,4.5,91 min,English
Phantom of the Opera (2014), Horror,8-Oct-14,2014,Oct,USA,NOT RATED,3.3,96 min,English
Date of the Dead (2015), Comedy| Horror,17-Aug-17,2017,Aug,USA,NOT RATED,4.4,98 min,English
Wewe (2015), Horror,16-Apr-15,2015,Apr,Indonesia,,5.9,100 min,Indonesian
Freak Out (2015), Comedy| Horror,15-Oct-15,2015,Oct,Israel,,5.3,84 min,Hebrew
3rd Night (2017), Horror,26-Aug-17,2017,Aug,UK,,6.9,72 min,English
Amityville: Vanishing Point (2016), Horror,1-Apr-16,2016,Apr,USA,NOT RATED,3.6,,English
Amigo Undead (2015), Comedy| Horror,2-Jun-15,2015,Jun,USA,NOT RATED,5.6,84 min,English
Ouija: Game Never Ends (2015), Horror,6-Nov-15,2015,Nov,India,,8.3,119 min,Kannada
De Reünie (2015), Horror| Thriller,1-Jan-16,2016,Jan,USA,,5.6,,Dutch|English
Sick Boy (2012), Horror| Thriller,2012,2012,Jan,Germany,,3.7,,English
Creature Feature (2015), Horror,31-Oct-15,2015,Oct,USA,,4.0,79 min,English
Slender Man (2013), Adventure| Comedy| Horror| Mystery| Thriller,7-Nov-13,2013,Nov,Russia,,7.8,,Russian
Roadside (2013), Drama| Horror| Mystery| Thriller,14-Apr-15,2015,Apr,USA,NOT RATED,3.9,90 min,English
Selfie (2016), Horror| Thriller,2-Sep-16,2016,Sep,India,,7.6,123 min,Kannada
Other World (2016), Action| Drama| Horror| Mystery| Sci-Fi| Thriller,2016,2016,Jan,Australia,,,,English
Territorial Behavior (2015), Horror| Mystery,7-Jun-15,2015,Jun,USA,,5.6,80 min,English
The Noonday Witch (2016), Drama| Horror,3-Mar-16,2016,Mar,Czech Republic,,5.2,90 min,Czech
Elder Island (2016), Horror| Thriller,2016,2016,Jan,USA,NOT RATED,3.2,81 min,English
Terror 5 (2016), Horror,5-Jan-17,2017,Jan,Argentina,,4.6,78 min,Spanish
Hot Tub Party Massacre (2016), Horror,28-Oct-16,2016,Oct,Canada,,4.4,72 min,English
Tripura (2015), Comedy| Horror,24-Jul-15,2015,Jul,India,,5.7,,Telugu
Hostile (2014), Action| Drama| Fantasy| Horror| Thriller,28-Oct-14,2014,Oct,France,NOT RATED,5.5,89 min,French
The Sleeping Room (2014), Horror,27-Apr-15,2015,Apr,UK,,4.5,78 min,
Mana (2014), Drama| Fantasy| Horror,19-Feb-14,2014,Feb,Philippines,,5.6,105 min,Filipino|Tagalog
90210 Shark Attack (2014), Drama| Horror| Sci-Fi,1-Oct-14,2014,Oct,USA,NOT RATED,1.9,75 min,English
Frost (2012), Horror| Sci-Fi| Thriller,10-Oct-13,2013,Oct,USA,,3.7,79 min,Icelandic
RWD (2015), Horror| Sci-Fi| Thriller,14-Oct-16,2016,Oct,USA,TV-MA,4.5,77 min,English
Collar (2014), Horror,31-May-14,2014,May,USA,,4.7,89 min,English
My Bloody Banjo (2015), Comedy| Fantasy| Horror,16-Oct-15,2015,Oct,USA,,5.9,82 min,English
American Weapon (2014), Horror| Thriller,16-Jan-14,2014,Jan,Germany,,2.4,,English
Purgatorio (2014), Horror| Thriller,4-Apr-14,2014,Apr,Spain,,5.0,79 min,Spanish
Don't Click (2012), Crime| Horror| Mystery| Thriller,30-May-12,2012,May,South Korea,,4.7,93 min,Korean
Last Girl (2013), Horror| Thriller,16-Jan-13,2013,Jan,USA,NOT RATED,4.1,81 min,English
Hard Labor (2011), Drama| Horror,30-Oct-15,2015,Oct,USA,,6.6,99 min,Portuguese
Khamoshiyan (2015), Drama| Horror,30-Jan-15,2015,Jan,India,,4.0,122 min,Hindi
Chyornaya voda (2017), Drama| Horror,13-Jul-17,2017,Jul,Russia,,5.4,113 min,Russian
Rise of the Zombie (2013), Drama| Horror| Thriller,5-Apr-13,2013,Apr,India,NOT RATED,4.3,86 min,Hindi
The Hanover House (2014), Horror| Thriller,9-May-14,2014,May,USA,,6.0,73 min,English
Sobre tus huellas (2017), Horror,10-Aug-17,2017,Aug,Mexico,,,,Spanish
Deer Crossing (2012), Crime| Drama| Horror| Thriller,25-Sep-12,2012,Sep,USA,NOT RATED,3.2,110 min,English
Buddy Hutchins (2015), Horror| Thriller,20-Nov-15,2015,Nov,Germany,,3.6,98 min,English
Primal Shift (2015), Horror| Mystery| Thriller,24-Mar-16,2016,Mar,Germany,,4.2,95 min,English
6 Days Dark (2014), Horror,20-Nov-15,2015,Nov,USA,NOT RATED,4.1,90 min,English
Union Furnace (2015), Horror| Thriller,17-Jul-15,2015,Jul,USA,UNRATED,6.6,89 min,English
Case#13 (2014), Horror,17-Oct-14,2014,Oct,USA,,,86 min,English
The Devil Complex (2016), Horror| Thriller,11-Oct-16,2016,Oct,USA,,4.0,79 min,English
Sivalinga (2017), Horror,14-Apr-17,2017,Apr,India,,4.8,156 min,Tamil
Haunting in Japan (2016), Comedy| Horror,7-Jul-16,2016,Jul,Singapore,,5.4,95 min,Thai
Siembamba (2017), Horror,2017,2017,Jan,South Africa,,,,English
Cell Count (2012), Horror| Sci-Fi| Thriller,16-Dec-15,2015,Dec,USA,NOT RATED,3.7,96 min,English
Vlad's legacy (2016), Horror,11-Jul-16,2016,Jul,Turkey,,5.3,,English
The Rambler (2013), Comedy| Drama| Horror| Mystery,21-Jan-13,2013,Jan,USA,R,4.8,97 min,English
El-Cin (2013), Drama| Fantasy| Horror,5-Apr-13,2013,Apr,Turkey,,5.7,106 min,Turkish
They Will Outlive Us All (2013), Comedy| Horror| Sci-Fi,5-Oct-13,2013,Oct,USA,R,5.2,73 min,English
The Bride (2015), Horror| Thriller,20-Aug-15,2015,Aug,Taiwan,,5.2,88 min,Mandarin|Min Nan
American Burger (2014), Comedy| Horror,17-Oct-14,2014,Oct,Sweden,,4.4,78 min,English
Do You Believe? (2017), Fantasy| Horror,9-Sep-17,2017,Sep,USA,,,,English
Doctor Spine (2015), Comedy| Horror,13-Sep-15,2015,Sep,USA,NOT RATED,5.9,102 min,English
The Trace We Leave Behind (2017), Horror| Mystery| Thriller,18-May-17,2017,May,Brazil,,6.0,90 min,Portuguese
Berlin: Part 1 (2016), Fantasy| Horror| Mystery| Sci-Fi| Thriller,23-Sep-16,2016,Sep,USA,NOT RATED,7.5,74 min,English
The Dead 2: India (2013), Horror,10-Jan-15,2015,Jan,Japan,R,5.2,98 min,English
Prom Ride (2015), Horror| Thriller,24-Apr-15,2015,Apr,USA,NOT RATED,3.4,86 min,English
The Z Effect (2016), Horror| Thriller,13-Sep-17,2017,Sep,UK,,4.0,87 min,English
Of Silence (2014), Drama| Horror| Sci-Fi| Thriller,14-Jan-14,2014,Jan,USA,,3.2,,English
Cult (2013), Horror,13-Mar-14,2014,Mar,Peru,,5.3,84 min,Japanese
Saint Dracula 3D (2012), Horror| Romance| Thriller,23-Nov-12,2012,Nov,USA,,3.0,120 min,English
The Happy House (2013), Comedy| Horror,3-May-13,2013,May,USA,NOT RATED,4.4,81 min,English
Two Faced (2017), Horror,2017,2017,Jan,USA,,,,English
Panzer Chocolate (2013), Horror| Mystery,22-Nov-13,2013,Nov,Spain,NOT RATED,4.3,84 min,English
Skeleton Krew (2015), Horror,10-Sep-15,2015,Sep,Ireland,,2.4,,English
Aaaah (2014), Adventure| Horror| Thriller,28-Nov-14,2014,Nov,India,,5.7,138 min,Tamil
The Unbidden (2016), Horror| Mystery| Thriller,22-Apr-16,2016,Apr,USA,NOT RATED,3.0,84 min,English
Spo0K (2013), Horror,1-Jan-15,2015,Jan,Canada,,4.5,103 min,English
Eaters (2015), Horror,6-Oct-15,2015,Oct,USA,R,2.7,,English
The Black Death (2015), Horror,14-May-15,2015,May,Thailand,,5.2,84 min,Thai
Luciferous (2015), Drama| Horror| Thriller,5-Apr-16,2016,Apr,USA,UNRATED,4.0,90 min,English
Aksbandh (2016), Horror| Mystery| Thriller,20-May-16,2016,May,Pakistan,,7.4,,Urdu
Abduction (2017), Action| Comedy| Drama| Fantasy| Horror| Sci-Fi| Thriller,28-Jun-17,2017,Jun,USA,,3.1,90 min,English|English
Darling (2015), Comedy| Horror,15-Jan-15,2015,Jan,India,,6.1,126 min,Tamil
Killer Party (2014), Comedy| Horror,1-Aug-16,2016,Aug,USA,NOT RATED,6.9,80 min,English
Smokehouse (2017), Horror,30-Oct-17,2017,Oct,USA,,,,English
After the Dawn (2012), Action| Drama| Horror| Sci-Fi| Thriller,2012,2012,Jan,USA,NOT RATED,3.6,89 min,English
Phantasmagoria (2014), Fantasy| Horror| Mystery| Thriller,20-Sep-14,2014,Sep,USA,,4.2,80 min,English
Laundry Man (2016), Horror,1-Jan-17,2017,Jan,USA,,4.2,111 min,English
Children of Sorrow (2012), Horror,6-Oct-12,2012,Oct,USA,R,4.3,88 min,English
The Slender Man (2013), Horror,18-Feb-13,2013,Feb,USA,,3.8,78 min,English
Proof of the Devil (2014), Horror,10-Feb-15,2015,Feb,USA,NOT RATED,3.0,75 min,English
Stop Over in Hell (2016), Crime| Horror| Thriller| Western,9-Oct-16,2016,Oct,Spain,,6.3,92 min,English
Interstelar (2014), Comedy| Horror| Sci-Fi,2-Nov-14,2014,Nov,Russia,,7.0,48 min,English|German|Russian
"Fear Town, USA (2014)", Comedy| Horror,2014,2014,Jan,USA,,5.5,92 min,English
American Beast (2014), Comedy| Horror| Mystery| Thriller,1-Oct-14,2014,Oct,USA,,4.7,89 min,English
Zombie Dawn (2011), Horror| War,20-Apr-12,2012,Apr,USA,R,3.2,83 min,Spanish
Are We Not Cats (2016), Comedy| Horror| Romance,14-Oct-16,2016,Oct,USA,,6.8,78 min,English
UFO: It Is Here (2016), Horror| Sci-Fi,28-Oct-16,2016,Oct,Germany,,3.4,83 min,German
The Noise (2015), Horror,20-Aug-15,2015,Aug,Malaysia,,5.7,96 min,Chinese
Dead Girls (2014), Horror| Thriller,2014,2014,Jan,USA,NOT RATED,3.5,91 min,English
Radio Silence (2012), Horror| Thriller,5-Oct-12,2012,Oct,USA,,5.1,95 min,English|German
Zombie Isle (2014), Horror,7-Oct-14,2014,Oct,USA,,2.7,,English
Apollyon (2017), Horror| Mystery| Thriller,13-Oct-17,2017,Oct,USA,,6.5,,English
Infected (2013), Action| Horror| Sci-Fi,9-Jun-15,2015,Jun,USA,NOT RATED,3.8,116 min,English
Nobody Gets Out Alive (2012), Horror| Thriller,27-Oct-12,2012,Oct,USA,NOT RATED,3.2,77 min,English
Other Halves (2015), Comedy| Horror| Sci-Fi| Thriller,2016,2016,Jan,USA,,3.5,90 min,English
Girls (2016), Horror| Thriller,28-Oct-16,2016,Oct,India,,3.2,132 min,Malayalam|Tamil
Solid State (2012), Action| Horror| Sci-Fi,2-Feb-13,2013,Feb,Japan,,2.4,90 min,English
Shake Rattle & Roll XV (2014), Horror,25-Dec-14,2014,Dec,Philippines,,6.1,130 min,Filipino|Tagalog
Haunted (2013), Horror,21-Oct-13,2013,Oct,USA,R,3.7,90 min,English
The Ouija Possession (2016), Horror,13-Dec-16,2016,Dec,USA,,2.2,95 min,English
Dust Up (2012), Action| Adventure| Comedy| Horror| Thriller| Western,28-Sep-12,2012,Sep,USA,UNRATED,4.9,94 min,English
Messenger of Wrath (2017), Horror| Thriller,8-Sep-17,2017,Sep,USA,,,,English
Little Big Boy (2012), Comedy| Horror,21-Aug-12,2012,Aug,USA,,4.6,,English
The Curse of All Hallows' Eve (2017), Horror,2017,2017,Jan,USA,,,,English
Devil's Mile (2014), Action| Crime| Horror,12-Aug-14,2014,Aug,USA,NOT RATED,3.7,88 min,English
Evil Never Dies (2014), Horror| Thriller,13-Jan-14,2014,Jan,UK,NOT RATED,4.3,73 min,English
Jattu Engineer (2017), Comedy| Crime| Drama| Horror,19-May-17,2017,May,India,,6.6,139 min,Hindi
Feng Shui 2 (2014), Horror| Mystery| Thriller,25-Dec-14,2014,Dec,Philippines,,4.8,100 min,Filipino|Tagalog|Chinese
The Pyramid (2013), Horror,19-Jul-13,2013,Jul,USA,NOT RATED,5.8,90 min,English|Italian
Dead Within (2014), Drama| Horror| Thriller,9-Sep-14,2014,Sep,USA,NOT RATED,3.9,91 min,English
Tiktik: The Aswang Chronicles (2012), Action| Comedy| Horror,17-Oct-12,2012,Oct,Philippines,,5.5,102 min,Filipino|Tagalog
The Devil Lives Here (2015), Fantasy| Horror| Thriller,28-Jul-16,2016,Jul,Brazil,NOT RATED,5.4,80 min,Portuguese
Fangboner (2015), Comedy| Horror,25-Sep-15,2015,Sep,USA,,5.7,90 min,English
Kalam (2016), Drama| Horror| Mystery| Thriller,29-Apr-16,2016,Apr,India,,6.6,97 min,Tamil
Another Yeti a Love Story: Life on the Streets (2017), Comedy| Horror,14-Feb-17,2017,Feb,USA,,5.1,77 min,English
Blood Runs Cold (2011), Horror,2-Jul-13,2013,Jul,USA,NOT RATED,4.1,80 min,English
Monster Pool: Chapter Two (2016), Horror,23-Oct-16,2016,Oct,Canada,,7.1,97 min,English
Norway (2014), Comedy| Drama| Fantasy| Horror,3-Jan-15,2015,Jan,Greece,,5.6,73 min,Greek
Braxton Butcher (2015), Horror| Mystery| Thriller,3-Jul-17,2017,Jul,UK,,7.0,111 min,English
Bloodsucka Jones (2013), Comedy| Horror,7-Sep-14,2014,Sep,USA,NOT RATED,5.3,107 min,English
Tales from the Campfire (2017), Horror,18-Oct-17,2017,Oct,Canada,,9.0,80 min,English
Fridge (2012), Horror,19-Sep-12,2012,Sep,Philippines,,4.3,90 min,Filipino|Tagalog
Monsters Among Men (2017), Action| Horror| Thriller,2017,2017,Jan,USA,,,96 min,English
The Dead the Damned and the Darkness (2014), Action| Horror| Thriller,7-Oct-14,2014,Oct,USA,,3.0,90 min,English|Indonesian
Sowkarpettai (2016), Horror| Thriller,4-Mar-16,2016,Mar,India,,2.6,91 min,Tamil
Conspiracy Theory (2016), Horror| Thriller,29-Jan-16,2016,Jan,USA,,4.1,79 min,English
Net I Die (2017), Horror| Thriller,17-Aug-17,2017,Aug,Thailand,,1.7,86 min,Thai
Compulsión (2017), Crime| Horror| Thriller,29-Sep-17,2017,Sep,Germany,,8.2,71 min,Spanish
The Quarantine Hauntings (2015), Horror| Thriller,26-Jan-15,2015,Jan,Australia,,2.8,81 min,English
KILD TV (2016), Horror| Thriller,1-Mar-16,2016,Mar,USA,,5.9,100 min,English
Orcs! (2011), Action| Comedy| Fantasy| Horror,5-Sep-14,2014,Sep,USA,,3.6,78 min,English
Exorcist (2015), Horror| Thriller,20-Aug-15,2015,Aug,South Korea,,5.8,105 min,Korean
Against the Night (2017), Horror| Mystery| Thriller,15-Sep-17,2017,Sep,USA,,6.8,85 min,English
Fun Size Horror: Volume Two (2015), Horror| Thriller,1-Oct-15,2015,Oct,USA,,5.9,74 min,English
The Encounter (2015), Horror| Sci-Fi,2-Jun-15,2015,Jun,USA,,3.4,85 min,English
Ebola Zombies (2015), Horror,23-Mar-15,2015,Mar,USA,,2.8,90 min,Mandarin
The Snow Queen (2013), Action| Adventure| Fantasy| Horror| Sci-Fi,19-Nov-13,2013,Nov,Germany,NOT RATED,2.6,90 min,English
Female Werewolf (2015), Horror,2015,2015,Jan,USA,,2.6,65 min,English
Infliction (2014), Horror,16-Mar-14,2014,Mar,USA,NOT RATED,6.9,100 min,English
She Was So Pretty (2016), Horror,24-Jun-16,2016,Jun,USA,,4.0,,English
Ghostline (2015), Horror| Thriller,6-Oct-15,2015,Oct,USA,NOT RATED,3.5,85 min,English
Gas Light (2016), Horror| Mystery| Thriller,2016,2016,Jan,USA,,8.6,80 min,English
The Amityville Legacy (2016), Horror,7-Jun-16,2016,Jun,USA,,3.2,66 min,English
Sheitaan (2017), Horror,13-Oct-17,2017,Oct,India,,,,Hindi
Interstelar 2: Operation Terra 2040 (2016), Action| Comedy| Horror| Sci-Fi,9-May-16,2016,May,USA,,1.6,49 min,Russian|English|German
Psychophonia (2016), Crime| Drama| Horror| Mystery| Sci-Fi| Thriller,7-Oct-16,2016,Oct,Spain,,7.8,,
The Sadist (2015), Action| Horror| Mystery| Thriller,26-Jun-15,2015,Jun,USA,,4.6,76 min,English
After Dark (2013), Horror| Thriller,3-Feb-15,2015,Feb,USA,NOT RATED,4.2,87 min,English
Ten (2014), Adventure| Horror| Mystery| Thriller,2014,2014,Jan,USA,NOT RATED,5.8,83 min,English
Ascent to Hell (2014), History| Horror| Thriller,14-Mar-17,2017,Mar,USA,TV-MA,5.1,90 min,English
How to Save Us (2014), Drama| Fantasy| Horror,5-Jun-15,2015,Jun,USA,,6.0,78 min,English
Slasher House 2 (2016), Action| Horror| Thriller,31-Oct-16,2016,Oct,UK,,5.6,95 min,English
Shock Value (2014), Comedy| Horror,1-Aug-14,2014,Aug,USA,NOT RATED,5.6,91 min,English
Zombie 108 (2012), Horror| Sci-Fi,29-Sep-12,2012,Sep,Japan,,3.4,,Mandarin|English|Japanese
Head Cases: Serial Killers in the Delaware Valley (2013), Horror| Mystery,28-Sep-13,2013,Sep,USA,NOT RATED,4.3,110 min,English
Axeman (2013), Horror,14-Feb-13,2013,Feb,USA,,3.2,105 min,English
The Oatmeal Man (2014), Comedy| Horror| Sci-Fi| Thriller,19-Oct-14,2014,Oct,USA,NOT RATED,4.5,81 min,English
Sumpahan kum kum (2012), Horror,26-Jan-12,2012,Jan,Malaysia,,8.9,88 min,Malay
Five Nights at Freddy's: The Fan Film (2016), Animation| Drama| Horror,13-Sep-16,2016,Sep,USA,NOT RATED,7.0,,English
Shockwave (2016), Horror| Mystery| Thriller,1-Jan-16,2016,Jan,USA,NOT RATED,7.8,88 min,English
Last Breath (2010), Horror,12-Apr-12,2012,Apr,USA,,3.9,,English
A Blood Story (2015), Horror,9-Jun-15,2015,Jun,USA,NOT RATED,3.9,85 min,English
Valley of the Witch (2014), Horror,13-Jan-15,2015,Jan,USA,,5.0,90 min,English
Encounter (2016), Horror,5-Apr-16,2016,Apr,USA,R,3.8,85 min,English
Blood Runs Thick (2017), Horror,30-Oct-17,2017,Oct,USA,,,,English
Lizzie (2012), Horror| Thriller,10-Sep-13,2013,Sep,USA,NOT RATED,2.5,86 min,English
Catalina (2016), Horror,1-Dec-16,2016,Dec,USA,,3.3,45 min,English
When Black Birds Fly (2016), Animation| Horror| Mystery| Sci-Fi,15-Jan-16,2016,Jan,USA,NOT RATED,6.0,105 min,English
Dracula: Reborn (2012), Horror,1-Oct-12,2012,Oct,USA,,3.5,88 min,English
She Wolf Rising (2016), Horror,1-Jan-16,2016,Jan,USA,,3.3,91 min,English
El Habitante (2017), Horror,2017,2017,Jan,Mexico,,,93 min,Spanish
The Cemetery (2013), Horror,12-Jan-13,2013,Jan,USA,,4.0,85 min,English
Forest of the Vampire (2016), Horror,26-May-16,2016,May,Romania,,2.9,71 min,English
Caesar and Otto's Paranormal Halloween (2015), Comedy| Horror,6-Oct-15,2015,Oct,USA,NOT RATED,5.6,89 min,English
Blood Sombrero (2016), Action| Comedy| Fantasy| Horror,6-Apr-16,2016,Apr,USA,,4.3,86 min,English|Spanish
Pinup Dolls on Ice (2013), Horror,2014,2014,Jan,USA,,3.9,,English
Kill or be Killed (2017), Drama| Horror| Thriller,27-Sep-17,2017,Sep,UK,,,,English
B.C. Butcher (2016), Horror,8-Jan-16,2016,Jan,USA,,3.4,51 min,English
Hell Fire (2015), Horror,6-Jan-15,2015,Jan,USA,TV-MA,3.6,93 min,English
The Hunted (2015), Action| Comedy| Horror| Thriller,9-May-15,2015,May,UK,,6.8,90 min,English
4426 (2016), Horror,18-Oct-16,2016,Oct,Maldives,,7.8,150 min,Divehi
You Better Watch Out! (2013), Horror,20-Jun-13,2013,Jun,USA,,8.0,95 min,English
Poltergeist Activity (2015), Horror,25-Jul-15,2015,Jul,USA,NOT RATED,3.3,84 min,English
Z.A.N. (2017), Fantasy| Horror| Sci-Fi,15-Sep-17,2017,Sep,USA,,5.0,95 min,English
"Asylum, the Lost Footage (2013)", Horror,19-Oct-13,2013,Oct,USA,NOT RATED,4.8,70 min,English
